"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"5","秋田県","5201","秋田市","52010281000","保戸野原の町","39.727068","140.115578","0","1"
"5","秋田県","5201","秋田市","52010282000","南通亀の町","39.710615","140.118415","0","1"
"5","秋田県","5201","秋田市","52010283000","南通築地","39.70927","140.124945","0","1"
"5","秋田県","5201","秋田市","52010284000","南通みその町","39.709775","140.122098","0","1"
"5","秋田県","5201","秋田市","52010285000","南通宮田","39.708127","140.127347","0","1"
"5","秋田県","5201","秋田市","52010286001","向浜一丁目","39.73364","140.062651","0","3"
"5","秋田県","5201","秋田市","52010286002","向浜二丁目","39.74902","140.053898","0","3"
"5","秋田県","5201","秋田市","52010287000","柳田","39.74409","140.154008","0","1"
"5","秋田県","5201","秋田市","52010288000","八橋","39.7251","140.085288","0","1"
"5","秋田県","5201","秋田市","52010289001","八橋イサノ一丁目","39.731531","140.09339","0","3"
"5","秋田県","5201","秋田市","52010289002","八橋イサノ二丁目","39.734692","140.092975","0","3"
"5","秋田県","5201","秋田市","52010290000","八橋運動公園","39.72061","140.096985","0","1"
"5","秋田県","5201","秋田市","52010291000","八橋大沼町","39.731842","140.096531","0","1"
"5","秋田県","5201","秋田市","52010292001","八橋大畑一丁目","39.734849","140.098545","0","3"
"5","秋田県","5201","秋田市","52010292002","八橋大畑二丁目","39.734959","140.096035","0","3"
"5","秋田県","5201","秋田市","52010293000","八橋新川向","39.72895","140.103114","0","1"
"5","秋田県","5201","秋田市","52010294000","八橋大道東","39.728651","140.09247","0","1"
"5","秋田県","5201","秋田市","52010295001","八橋田五郎一丁目","39.728739","140.097243","0","3"
"5","秋田県","5201","秋田市","52010295002","八橋田五郎二丁目","39.728539","140.095113","0","3"
"5","秋田県","5201","秋田市","52010296000","八橋鯲沼町","39.731839","140.100073","0","1"
"5","秋田県","5201","秋田市","52010297001","八橋本町一丁目","39.722653","140.098832","0","3"
"5","秋田県","5201","秋田市","52010297002","八橋本町二丁目","39.723219","140.095102","0","3"
"5","秋田県","5201","秋田市","52010297003","八橋本町三丁目","39.725171","140.10071","0","3"
"5","秋田県","5201","秋田市","52010297004","八橋本町四丁目","39.725433","140.097702","0","3"
"5","秋田県","5201","秋田市","52010297005","八橋本町五丁目","39.725606","140.095032","0","3"
"5","秋田県","5201","秋田市","52010297006","八橋本町六丁目","39.725232","140.09022","0","3"
"5","秋田県","5201","秋田市","52010298001","八橋南一丁目","39.721625","140.091616","0","3"
"5","秋田県","5201","秋田市","52010298002","八橋南二丁目","39.72099","140.088677","0","3"
"5","秋田県","5201","秋田市","52010299000","八橋三和町","39.729025","140.100118","0","1"
"5","秋田県","5201","秋田市","52010300001","山手台一丁目","39.69499","140.149455","0","3"
"5","秋田県","5201","秋田市","52010300002","山手台二丁目","39.695514","140.151117","0","3"
"5","秋田県","5201","秋田市","52010300003","山手台三丁目","39.692461","140.152369","0","3"
"5","秋田県","5201","秋田市","52010301000","雄和相川","39.573787","140.172445","0","1"
"5","秋田県","5201","秋田市","52010302000","雄和新波","39.530892","140.234831","0","1"
"5","秋田県","5201","秋田市","52010303000","雄和碇田","39.512206","140.237267","0","1"
"5","秋田県","5201","秋田市","52010304000","雄和石田","39.5954","140.16985","0","1"
"5","秋田県","5201","秋田市","52010305000","雄和萱ケ沢","39.480937","140.247102","0","1"
"5","秋田県","5201","秋田市","52010306000","雄和左手子","39.549886","140.221462","0","1"
"5","秋田県","5201","秋田市","52010307000","雄和芝野新田","39.639344","140.140409","0","1"
"5","秋田県","5201","秋田市","52010308000","雄和下黒瀬","39.606198","140.142815","0","1"
"5","秋田県","5201","秋田市","52010309000","雄和神ケ村","39.512433","140.200846","0","1"
"5","秋田県","5201","秋田市","52010310000","雄和田草川","39.644799","140.150483","0","1"
"5","秋田県","5201","秋田市","52010311000","雄和種沢","39.576889","140.227229","0","1"
"5","秋田県","5201","秋田市","52010312000","雄和繋","39.529045","140.203436","0","1"
"5","秋田県","5201","秋田市","52010313000","雄和椿川","39.619992","140.192408","0","1"
"5","秋田県","5201","秋田市","52010314000","雄和戸賀沢","39.569355","140.200779","0","1"
"5","秋田県","5201","秋田市","52010315000","雄和平尾鳥","39.613537","140.25753","0","1"
"5","秋田県","5201","秋田市","52010316000","雄和平沢","39.607862","140.178791","0","1"
"5","秋田県","5201","秋田市","52010317000","雄和妙法","39.593962","140.184103","0","1"
"5","秋田県","5201","秋田市","52010318000","雄和向野","39.537955","140.232134","0","1"
"5","秋田県","5201","秋田市","52010319000","雄和女米木","39.550316","140.192452","0","1"
"5","秋田県","5201","秋田市","52010320001","横森一丁目","39.707025","140.138731","0","3"
"5","秋田県","5201","秋田市","52010320002","横森二丁目","39.704141","140.140569","0","3"
"5","秋田県","5201","秋田市","52010320003","横森三丁目","39.704207","140.146351","0","3"
"5","秋田県","5201","秋田市","52010320004","横森四丁目","39.706627","140.145253","0","3"
"5","秋田県","5201","秋田市","52010320005","横森五丁目","39.70875","140.142828","0","3"
"5","秋田県","5201","秋田市","52010321000","四ツ小屋","39.65857","140.13343","0","1"
"5","秋田県","5201","秋田市","52010322000","四ツ小屋小阿地","39.66381","140.147117","0","1"
"5","秋田県","5201","秋田市","52010323000","四ツ小屋末戸松本","39.650574","140.158546","0","1"
"5","秋田県","5201","秋田市","52010324001","南ケ丘一丁目","39.689907","140.159943","0","3"
"5","秋田県","5201","秋田市","52010324002","南ケ丘二丁目","39.687798","140.161214","0","3"
"5","秋田県","5201","秋田市","52010324003","南ケ丘三丁目","39.689093","140.165196","0","3"
"5","秋田県","5201","秋田市","52010325001","大住南一丁目","39.686917","140.108875","3","3"
"5","秋田県","5201","秋田市","52010325002","大住南二丁目","39.686667","140.110178","3","3"
"5","秋田県","5201","秋田市","52010325003","大住南三丁目","39.683569","140.105848","3","3"
"5","秋田県","5201","秋田市","52010138002","御所野堤台二丁目","39.671649","140.170029","0","3"
